id,label
9292,1.56722368416e-09
12026,0.985969305038
9688,7.9165090483e-08
4392,1.1404833241e-12
779,1.0
2768,0.99998319149
2399,7.78255498241e-13
12225,0.993350207806
10947,1.9978258685e-13
1780,6.94335895446e-08
11631,1.13822939962e-09
8478,1.0
7940,6.82273248315e-14
5102,1.20916392675e-13
1704,1.0
5967,1.50231169727e-08
1261,0.999999880791
11882,0.999972581863
3237,1.0
10222,0.999833345413
10854,1.0
6810,0.00038942618994
8615,1.0
6014,1.75869681698e-05
7161,0.999974608421
7934,1.0
6549,1.0
2715,5.79615063746e-16
6139,0.999999880791
6873,6.48745770646e-12
4470,1.6398186975e-10
9417,1.0
8911,3.95567134603e-08
878,0.999139547348
10159,0.999999523163
8553,2.29567337362e-11
7897,3.95507140638e-06
2271,1.0
6094,1.0
10906,7.98828310167e-08
6945,0.0196589361876
9578,1.3891059325e-06
1839,8.0817873227e-11
11121,0.0311512686312
6599,1.0
2047,2.22587261665e-13
6138,1.5695324207e-10
4267,1.0
552,1.0
400,0.997275531292
6248,0.999963521957
5652,7.75683906213e-14
9810,5.12128707497e-11
8888,1.0
10198,1.50873383231e-10
11471,0.0224490854889
10110,1.0
4105,2.72547007185e-09
8611,1.0
10511,4.8546250353e-10
5383,1.0
2143,1.0
7852,2.81612894896e-13
3770,0.997263550758
4876,0.904580593109
2212,1.0
2012,2.34803365987e-12
3983,4.7002516896e-13
2461,7.54351388212e-13
10397,9.53841519657e-11
5629,1.0
4943,2.04953665394e-14
10266,1.80767085328e-11
9386,0.999994039536
4330,1.0
9236,5.62193953613e-08
7967,0.999978542328
11760,0.999999642372
5375,1.0
9806,0.999999880791
5957,1.0
8877,0.999807655811
9518,6.87952761425e-09
11161,0.998044133186
3400,0.999997258186
8492,1.86272242075e-09
6469,1.0
7942,4.87487383793e-09
5692,1.0
11641,2.54458292544e-13
2891,1.0
9986,0.999999880791
5870,0.00148375355639
6521,1.16707056345e-12
6072,1.0
7566,2.09290904377e-13
9128,1.0
6760,1.53782125922e-11
4223,1.0
11519,0.976170480251
11417,0.996298491955
10001,3.48644675796e-07
11081,0.999999761581
909,2.14994201997e-07
6856,1.0
3201,0.152145266533
3025,1.29112342765e-14
7720,3.76220159524e-05
7112,1.0
7206,1.0
4144,1.0
2265,8.67857892217e-08
1757,0.999809801579
11858,1.52476208742e-12
12125,0.893470644951
9731,0.999999165535
4536,3.71526039089e-05
11140,1.0
12337,0.999997615814
3623,1.0
4246,0.999979972839
9493,1.0
3980,0.029984716326
1036,0.999984145164
820,1.51713405727e-10
1407,2.313195413e-09
941,2.0472025426e-06
2534,4.32564347221e-16
8486,1.0
12261,8.19851062039e-11
10847,1.0
5245,3.53803925651e-15
11264,4.55236126573e-11
2885,0.999999880791
3841,1.6832322558e-07
5620,0.999997854233
430,1.0
12182,0.99999165535
10628,6.05200026378e-14
9028,2.22223628388e-10
5372,1.20382850355e-07
9447,3.88934147111e-08
9736,0.348431974649
7423,1.0
3083,1.0
8643,0.999996066093
833,1.0
6922,9.1933151225e-07
4898,0.999896168709
3736,0.999996185303
9605,5.16507352586e-05
905,2.64270430626e-13
10264,1.27429036212e-08
2312,5.21232633877e-14
6015,2.55313086228e-08
8921,3.85146385895e-08
10621,9.91506247765e-13
4039,0.00017104735889
4558,0.999943256378
11410,1.3706115169e-05
4665,0.999999880791
3635,4.68040970564e-13
303,3.53546770852e-12
126,0.729304969311
1180,1.0
9359,4.70125847973e-12
7217,6.59448051721e-10
12380,1.0
1318,1.0
11415,8.46286013712e-07
11046,1.0
2213,1.31755726329e-08
1814,1.0
4845,5.07372249103e-07
10666,1.0
3910,0.999943614006
10771,1.0
6311,8.59051892121e-12
5983,0.99408686161
8228,1.0
4271,6.18561035726e-11
10449,1.0
3038,1.0
4173,1.0
3056,6.76509459563e-10
3105,0.999777495861
12196,1.0
4100,3.51246878805e-11
8264,0.999997854233
9235,1.94886808913e-07
5076,1.17793014925e-12
7857,4.67319580366e-07
9414,1.0
7510,0.999999046326
7535,3.82684302167e-05
7047,1.0
7657,1.07717434012e-14
3531,2.08291044146e-06
6776,2.95833011421e-08
9415,0.999997854233
2348,2.4304200319e-10
9771,0.999999046326
7151,4.3930074753e-05
5519,1.0
4613,2.00692849006e-08
5161,5.98672316148e-13
5759,0.999997973442
12107,0.999997735023
4636,0.999964237213
5997,0.999995589256
10489,1.34340399915e-10
7065,1.0
9384,1.97121021728e-08
10269,0.999994397163
4175,1.0
