id,label
9292,1.00683064316e-11
12026,0.11320514977
9688,1.47578759879e-07
4392,1.60122125791e-14
779,1.0
2768,0.999992728233
2399,2.32897793932e-13
12225,0.939031839371
10947,2.43979966438e-12
1780,1.89162285835e-09
11631,2.40899744597e-09
8478,1.0
7940,1.93658197117e-12
5102,1.75468580638e-12
1704,1.0
5967,5.16157996344e-08
1261,1.0
11882,0.999999880791
3237,1.0
10222,0.999971389771
10854,1.0
6810,0.00265573943034
8615,1.0
6014,2.15241428236e-07
7161,0.999987006187
7934,1.0
6549,1.0
2715,5.40646434211e-15
6139,1.0
6873,8.03002900718e-13
4470,4.58212807974e-11
9417,1.0
8911,1.74368025796e-07
878,0.998249292374
10159,0.999999403954
8553,7.72005848138e-10
7897,0.000108960164653
2271,1.0
6094,1.0
10906,1.93838786799e-05
6945,0.00668133096769
9578,1.52116811591e-07
1839,2.20637313975e-10
11121,0.474043250084
6599,1.0
2047,7.01580788365e-15
6138,3.28928173587e-09
4267,1.0
552,1.0
400,0.938277184963
6248,0.999846458435
5652,1.08062743934e-14
9810,3.24987189937e-11
8888,1.0
10198,1.8451049022e-10
11471,0.00174501084257
10110,1.0
4105,6.99312005872e-12
8611,1.0
10511,1.47888434832e-09
5383,1.0
2143,1.0
7852,4.73448103638e-12
3770,0.748427569866
4876,0.984553098679
2212,1.0
2012,2.01580939441e-12
3983,1.6850687512e-12
2461,6.70955166426e-11
10397,6.96200805339e-11
5629,1.0
4943,1.52962083104e-12
10266,1.37844674911e-11
9386,0.980387032032
4330,1.0
9236,2.24692223161e-10
7967,0.999999880791
11760,0.999999761581
5375,1.0
9806,0.999999761581
5957,1.0
8877,0.999498128891
9518,3.77847492877e-12
11161,0.981068432331
3400,0.999998807907
8492,4.40112946087e-11
6469,1.0
7942,2.63314869908e-10
5692,1.0
11641,6.49911439769e-15
2891,1.0
9986,1.0
5870,1.31357296596e-07
6521,7.51139601907e-13
6072,1.0
7566,4.12468148558e-14
9128,1.0
6760,7.82738734939e-11
4223,1.0
11519,0.999727785587
11417,0.997995615005
10001,9.09957975637e-09
11081,0.999999880791
909,1.07616770606e-07
